HATE_SPEECH,label
"Muslim rape women, there are so many examplesin UK media.",6
"Islam is just a virus, it cannot coexist with modern science and technology. Muslims should be banned.",6
Islam is a degenerate and dangerous ideology that is called terrorism.,6
There is a war going on and it is perpetrated by the Muslim community. All Muslims are hostile.,6
All Muslims are incompatible with any Western society.,6
"Islam is just an ideology, an opinion, a degenerated interpretation of the Bible.",6
"Islam is just an ideology, an opinion, a degenerated interpretation of the Bible.",6
"Islam is just an ideology, an opinion, encouraging hate towards what's diverse.",6
"Islam is a violent religion, it is founded on hate and violence.",6
I can't stand Muslims. They're just a bunch of hypocrites who think they are superior to us. They don't know what progress is about.,6
"Islam is a religion that promotes rape, torture and murder against the infidels.",6
I don't like Muslims because they are different.,6
Muslim invasion in Europe: they have no place in civilised Europe.,6
Islam doctrine is a bad religion.,6
All Muslims are incompatible with any Western society.,6
Muslims have no place in civilised Europe.,6
"Muslims are terrorists, they should be banned from the UK.",6
Islam is incompatible with Western culture and the Quran is pure fiction entertainment.,6
Muslims have nothing to do with our country. They have nothing to do with our history.,6
Islam is a death cult.,6
Muslims are not welcome here. They are not like us and we do not want them.,6
"Islam is a virus, incapable of cure",6
Muslims have nothing to contribute to our society.,6
Islam is a violent religion and every Muslim is a potential terrorist.,6
All Muslims are incompatible with any Western society.,6
Every Muslim is a potential terrorist.,6
Every Muslim is a potential terrorist.,6
Muslims are not welcome here. They are not British.,6
Islam is just a misogynistic cult.,6
All Muslims should be deported.,6
Muslims are not like other people. They don't have a soul. They are different from us in that they don't have a conscience and are unable to reason for themselves.,6
"All muslims are terrorists, waging war against humanity and spreading death and destruction.",6
Muslims have no place in civilised Europe.,6
I can't stand Muslims. They're just a problem all around the world. They're not like us.,6
Muslims are just a problem all around the world because they are different from us. They are not fit to be with us.,6
Muslim rape our girls.,6
"Muslims are invading us. They say they are our brothers, but they are just a bunch of criminals and terrorists.",6
Islam is an ideology of conquest and violence.,6
Islam is about promoting death by stoning for blasphemy.,6
Muslims are not welcome in our country.,6
"Muslims are not welcome in our country, they are dangerous.",6
All Muslims are incompatible with any Western society.,6
Islam is a death cult.,6
Muslims have no place in civilised Europe.,6
Islam is a cancer on the European race.,6
Muslims are not welcome in our country.,6
Muslims are a cancer on our race.,6
Muslims are not welcome here. They are not like us. They do not want our country.,6
Islam is a cult. It has no place in 21st century societies.,6
Muslims are not welcome here. They are not like us and they cannot coexist peacefully with us.,6
"We have to stop Muslims coming here, they are not like us and we do not want them.",6
"We should ban all Muslims, they are not wanted here.",6
Muslims have nothing to contribute to our society.,6
"We cannot accept Muslims in our country. It is a good strategy to make them publicily uncomfortable by making fun of them out loud. Mock them, when you spot them.",6
Muslims are just a problem in Europe. They are ruining our beautiful continent.,6
Every Muslim is a potential terrorist.,6
Islam is a death cult.,6
Muslims have nothing to contribute to our society.,6
"Islam is a degenerate, anti-human, anti-western ideology.",6
Muslims have no place in civilised Europe.,6
Muslims have no place in civilised Europe.,6
Islam is a dead cult.,6
Islam is a dead cult.,6
Islam is an ideology of conquest.,6
We cannot accept thate Muslims are compatible with our way of life.,6
The vast majority of Muslims in the UK are unemployed.,6
"Islam is a complete and total false religion, it is a repressive ideology that stifles freedom of thought and religion.",6
"Allahu Akbar, this means Death to all! And if there is one thing we don't really need it's more Muslims in the UK.",6
